64, -2, 346
64, -14, 370
64, -22, 359
64, -22, 359
57, -48, 363
48, -90, 360
25, -100, 354
25, -100, 354
-31, -120, 343
-116, -119, 342
-148, -75, 429
-117, -36, 484
-117, -60, 463
-174, -63, 553
-174, -63, 553
-104, -13, 750
60, 29, 940
98, 68, 1062
71, 129, 1122
-,-,-
-346, -36, 948
-231, -64, 1073
-229, 86, 1570
-315, 82, 1704
-218, 256, 1995
-218, 256, 1995
-174, 369, 1998
-183, 364, 1998
-140, 279, 1979
-80, 206, 1852
-46, 129, 1663
-63, 90, 1487
-55, 95, 1345
-55, 95, 1345
-33, 90, 1179
-7, 112, 1027
25, 132, 836
11, 118, 628
11, 118, 628
-25, 118, 446
-33, 101, 323
-14, 102, 263
-22, 87, 194
-22, 87, 194
-33, 50, 152
-38, 40, 151
-15, 25, 193
-15, 25, 193
-15, 4, 233
-1, -31, 252
-35, -55, 302
-35, -55, 302
-86, -54, 342
-92, -36, 382
-84, -20, 484
-73, -10, 547
-73, -10, 547
-70, 0, 589
-19, -52, 637
77, -87, 796
77, -87, 796
85, -1, 1012
50, 129, 1223
128, 192, 1505
-,-,-
-246, 11, 965
-277, -1, 1169
-231, 43, 1453
-231, 43, 1453
-119, 111, 1819
-72, 216, 1998
-58, 277, 1998
-8, 252, 1998
45, 213, 1970
44, 246, 1772
44, 246, 1772
15, 227, 1609
2, 185, 1408
44, 221, 1186
67, 307, 1084
67, 307, 1084
66, 350, 967
62, 281, 743
29, 235, 555
29, 235, 555
-22, 196, 425
-47, 153, 320
-32, 123, 281
5, 87, 259
5, 87, 259
-13, 40, 181
-49, 16, 126
-49, 16, 126
-68, -18, 131
-71, -60, 188
-79, -120, 195
-108, -122, 236
-155, -106, 310
-168, -97, 421
-168, -97, 421
-139, -87, 507
-106, -26, 655
-102, 3, 736
-95, 28, 833
-95, 28, 833
-36, 72, 921
32, 155, 1058
105, 216, 1205
91, 252, 1374
91, 252, 1374
160, 315, 1638
312, 324, 1821
391, 337, 1857
-,-,-
-260, 30, 1680
-174, 92, 1821
-142, 173, 1998
-82, 192, 1984
-71, 221, 1993
-71, 221, 1993
-93, 231, 1876
-124, 167, 1638
-116, 148, 1373
-77, 235, 1250
-35, 320, 1212
-7, 325, 1036
-7, 325, 1036
-39, 259, 782
-91, 199, 560
-111, 169, 390
-96, 155, 309
-52, 122, 256
-52, 122, 256
-24, 61, 215
-14, -3, 202
-7, -49, 225
-7, -49, 225
1, -85, 247
9, -142, 283
37, -211, 316
37, -211, 316
49, -233, 384
34, -222, 453
-28, -205, 462
-111, -167, 495
-113, -110, 525
-100, -26, 575
-100, -26, 575
-85, 29, 659
-62, 92, 735
-41, 100, 733
-5, 75, 789
-5, 75, 789
11, 83, 1000
2, 184, 1287
2, 184, 1287
2, 257, 1423
50, 280, 1497
81, 326, 1664
108, 337, 1745
108, 337, 1745
122, 304, 1691
-,-,-
-86, 69, 1067
-63, 79, 1280
-62, 94, 1692
-62, 94, 1692
-1, 187, 1981
-17, 285, 1998
-16, 321, 1998
28, 297, 1998
52, 321, 1998
52, 321, 1998
38, 300, 1814
30, 242, 1390
16, 190, 1075
14, 204, 924
14, 204, 924
14, 255, 787
8, 254, 625
-4, 209, 426
-4, 209, 426
-45, 163, 277
-59, 135, 188
-60, 90, 155
-60, 90, 155
-54, 61, 184
-63, 50, 222
-51, 24, 252
-51, 24, 252
-18, -8, 271
-8, -32, 295
-29, -37, 360
-95, -23, 433
-95, -23, 433
-118, -24, 429
-120, 25, 481
-112, 40, 551
-83, -4, 580
-83, -4, 580
-29, -2, 662
51, 34, 778
132, 47, 812
132, 47, 812
150, 102, 1041
150, 142, 1205
259, 161, 1325
-,-,-
-209, 26, 1059
-215, 17, 1079
-260, 30, 1214
-269, 71, 1421
-292, 210, 1741
-266, 268, 1886
-244, 261, 1903
-182, 282, 1984
-182, 282, 1984
-105, 282, 1933
-61, 265, 1828
-39, 186, 1666
-56, 150, 1426
-70, 145, 1211
-51, 170, 1065
-2, 210, 931
-2, 210, 931
13, 212, 708
5, 197, 518
-6, 169, 377
-6, 169, 377
-12, 115, 310
-1, 95, 308
9, 69, 340
9, 69, 340
27, 51, 342
34, 59, 317
34, 59, 317
21, 26, 336
16, -22, 382
16, -22, 382
16, -72, 394
14, -102, 403
-17, -95, 410
-57, -58, 430
-57, -58, 430
-79, -1, 463
-111, 32, 499
-138, 11, 568
-,-,-
-21, 7, 850
-21, 7, 850
-,-,-
-180, 7, 662
-182, 117, 947
-182, 117, 947
-236, 142, 1073
-254, 111, 1313
-237, 166, 1561
-274, 182, 1697
-258, 166, 1878
-201, 166, 1922
-129, 185, 1952
-117, 166, 1931
-102, 158, 1825
-76, 130, 1657
-76, 130, 1657
-63, 120, 1463
-64, 84, 1273
-66, 84, 1099
-62, 91, 949
-59, 95, 814
-59, 95, 814
-34, 60, 650
-8, 26, 488
-17, 14, 397
-17, 14, 397
-41, 0, 372
-33, 0, 371
-33, 0, 371
-7, 16, 343
7, 45, 312
7, 45, 312
17, 47, 295
24, -2, 294
24, -37, 286
24, -37, 286
11, -57, 280
-15, -39, 297
-36, -53, 284
-36, -53, 284
-78, -82, 260
-123, -72, 367
-50, -49, 442
13, -24, 487
13, -24, 487
33, -2, 599
84, 44, 878
214, 175, 1240
214, 175, 1240
218, 284, 1506
-,-,-
-136, 129, 1082
-82, 139, 1172
-98, 210, 1433
-105, 245, 1718
-135, 299, 1972
-123, 333, 1997
-88, 276, 1998
-88, 276, 1998
-85, 277, 1979
-91, 227, 1812
-73, 222, 1578
-65, 171, 1342
-70, 142, 1127
-66, 131, 951
-66, 131, 951
-58, 157, 841
-36, 175, 766
11, 167, 644
25, 99, 466
25, 99, 466
6, 60, 283
-7, 44, 213
-7, 44, 213
-3, 1, 227
14, -2, 285
14, -2, 285
20, -7, 293
-14, -5, 290
-62, -22, 308
-62, -22, 308
-67, -63, 306
-70, -100, 291
-99, -79, 307
-148, -17, 391
-148, -17, 391
-149, 16, 460
-165, 7, 438
-190, -22, 497
-178, -49, 553
-106, 1, 744
-106, 1, 744
-,-,-
-194, 124, 921
-144, 195, 1104
-205, 179, 1166
-238, 142, 1344
-198, 149, 1608
-151, 234, 1919
-132, 224, 1998
-132, 224, 1998
-86, 176, 1998
-27, 170, 1998
0, 184, 1974
19, 221, 1795
47, 251, 1593
47, 251, 1593
19, 251, 1358
32, 239, 1153
53, 198, 929
45, 179, 754
45, 179, 754
41, 179, 595
55, 190, 450
61, 177, 330
61, 177, 330
54, 146, 249
53, 104, 229
71, 68, 219
71, 68, 219
72, 41, 214
46, 4, 212
46, 4, 212
6, -36, 233
-1, -73, 253
3, -105, 305
3, -105, 305
-39, -98, 346
-99, -68, 407
-112, -50, 484
-87, 7, 548
-87, 7, 548
-59, 29, 597
-49, -10, 664
-49, -10, 664
-27, -13, 718
41, -16, 759
117, 16, 913
143, 107, 1195
-,-,-
-189, 117, 1100
-162, 109, 1222
-162, 109, 1222
-141, 26, 1284
-107, -10, 1509
-114, -76, 1687
-70, 24, 1960
-65, 64, 1998
-60, 49, 1977
-55, 95, 1964
-55, 95, 1964
-49, 223, 1826
-49, 271, 1662
-54, 281, 1497
-86, 248, 1252
-104, 230, 975
-104, 230, 975
-87, 171, 737
-57, 127, 578
-26, 100, 509
-15, 95, 432
-15, 95, 432
-12, 73, 357
-5, 44, 293
-6, 10, 247
-6, 10, 247
-3, 1, 280
-22, -23, 316
-34, -41, 326
-34, -41, 326
-18, -56, 345
11, -86, 355
12, -62, 374
12, -62, 374
-11, -36, 372
-5, -54, 366
-8, -51, 389
-57, -4, 448
-57, -4, 448
-39, -4, 486
15, -74, 576
67, -32, 827
67, -32, 827
41, 110, 1119
56, 57, 1269
101, 23, 1320
101, 23, 1320
99, 126, 1606
-,-,-
-151, -121, 1051
-236, -146, 1178
-217, -28, 1747
-151, 57, 1994
